job_id,bert_exposure_score,bert_replace_score,bert_exposure,bert_replace
3901373434,0.047924067825078964,0.33237308263778687,0,0
3901677982,0.1941300332546234,0.033638421446084976,0,0
3884831631,0.019885843619704247,0.0027370324824005365,0,0
3901950699,0.18794715404510498,0.716422438621521,0,1
3895550294,0.2254004031419754,0.13225455582141876,0,0
3902756354,0.024690156802535057,0.03795287758111954,0,0
3903462811,0.12314702570438385,0.3525718152523041,0,0
3887594590,0.016184331849217415,0.01750543899834156,0,0
3900966122,0.0014819756615906954,0.0057020834647119045,0,0
3905835109,0.038278304040431976,0.0005373535095714033,0,0
3889759495,0.04025103524327278,0.00039445472066290677,0,0
3902748502,0.032160110771656036,0.001758704544045031,0,0
3887595473,0.022478751838207245,0.003291265107691288,0,0
3900945315,0.026726210489869118,0.0928826704621315,0,0
3905251801,0.04760611429810524,0.0009315786883234978,0,0
3906225754,0.2787753939628601,0.06862078607082367,0,0
3905871759,0.03577451407909393,0.27905139327049255,0,0
3260455681,0.1941300332546234,0.033638421446084976,0,0
3905238505,0.1363985538482666,0.16047851741313934,0,0
3905307018,0.19833415746688843,0.0050551146268844604,0,0
3902784280,0.012275928631424904,0.006487431935966015,0,0
3901455803,0.011191202327609062,0.037075962871313095,0,0
3900941961,0.07924918085336685,0.010323763824999332,0,0
3903451011,0.08693316578865051,0.008360341191291809,0,0
3901347947,0.9912925958633423,0.17623814940452576,1,0
3887596394,0.010735630989074707,0.03353770449757576,0,0
3888821714,0.2569013237953186,0.23456330597400665,0,0
3906201216,0.05751316249370575,0.28229081630706787,0,0
3903471434,0.07979665696620941,0.07260660082101822,0,0
3905298420,0.00830740574747324,0.035301096737384796,0,0
3895225004,0.26395678520202637,0.0036177397705614567,0,0
3903840715,0.0218194592744112,0.06578616052865982,0,0
3894645109,0.24623045325279236,0.02387148141860962,0,0
3905295632,0.009527512826025486,0.05804413929581642,0,0
3901951424,0.0806310698390007,0.09696724265813828,0,0
3905876320,0.1199197769165039,0.008105696178972721,0,0
3900063709,0.01129094511270523,0.014888159930706024,0,0
3901936521,0.02116330713033676,0.002629039576277137,0,0
3906228410,0.21557874977588654,0.054413240402936935,0,0
3887593784,0.024121427908539772,0.017097245901823044,0,0
3900942928,0.04184069111943245,0.07194873690605164,0,0
3895527316,0.029439067468047142,0.009234842844307423,0,0
3902866621,0.013652674853801727,0.013396495021879673,0,0
3898170164,0.06603680551052094,0.1362294852733612,0,0
3906202183,0.10590070486068726,0.39955008029937744,0,0
3904715383,0.010735630989074707,0.03353770449757576,0,0
3884834371,0.055274177342653275,0.003161161905154586,0,0
3905254228,0.16236886382102966,0.4267716109752655,0,0
3902864553,0.12683521211147308,0.07593345642089844,0,0
3900962445,0.0009179726475849748,0.006867147982120514,0,0
3901691609,0.314879447221756,0.09893925487995148,0,0
3900945314,0.31716564297676086,0.07981302589178085,0,0
3888973740,0.04851466789841652,0.0768643394112587,0,0
3902784814,0.08580219000577927,0.02045552246272564,0,0
3900945058,0.321946382522583,0.0005833762115798891,0,0
3906200470,0.03459823131561279,0.00965020153671503,0,0
3884937037,0.011901373974978924,0.0006016301922500134,0,0
3901364791,0.25979185104370117,0.032240837812423706,0,0
3903462780,0.018253492191433907,0.13836334645748138,0,0
3902788275,0.06219645217061043,0.7380785346031189,0,1
3904582563,0.023809460923075676,0.0005401297239586711,0,0
3898157584,0.033883027732372284,0.00032714891131035984,0,0
3889762099,0.00638762628659606,0.24744971096515656,0,0
3905295631,0.02585414983332157,0.018098153173923492,0,0
3905299409,0.010033590719103813,0.023821309208869934,0,0
3887493009,0.016796449199318886,0.046343717724084854,0,0
3887596395,0.008940575644373894,0.3677661716938019,0,0
3904583427,0.01612536609172821,0.004902795888483524,0,0
3884436884,0.03815235197544098,0.8492316007614136,0,1
3888973764,0.33110344409942627,0.8395594358444214,0,1
3900947166,0.0394812673330307,0.06776655465364456,0,0
3905294916,0.09049462527036667,0.2423231601715088,0,0
3884928659,0.010852327570319176,0.0006821044953539968,0,0
3903475910,0.013704017736017704,0.007064386736601591,0,0
3905329900,0.06589730083942413,0.14334172010421753,0,0
3905295630,0.038876041769981384,0.0009159283945336938,0,0
3901946857,0.08357065171003342,0.007096086163073778,0,0
3901698266,0.023326992988586426,0.13294555246829987,0,0
3904376378,0.03696891665458679,0.0004805082571692765,0,0
3901652587,0.06896030157804489,0.04951164498925209,0,0
3904514229,0.04835715889930725,0.04531974717974663,0,0
3902745796,0.04138704761862755,0.21630658209323883,0,0
3906203101,0.01709875650703907,0.028380881994962692,0,0
3903881656,0.042834553867578506,0.10211573541164398,0,0
3905295629,0.020408514887094498,0.05891219526529312,0,0
3900978229,0.05704626068472862,0.02948843687772751,0,0
3901975629,0.01670929417014122,0.0018666217802092433,0,0
3901687904,0.017087483778595924,0.005107140634208918,0,0
3904953668,0.01514276210218668,0.04005926474928856,0,0
3906067166,0.047659214586019516,0.052346121519804,0,0
3901965400,0.039482131600379944,0.031160712242126465,0,0
3903470944,0.048901017755270004,0.056632257997989655,0,0
3900942924,0.12196707725524902,0.2627045810222626,0,0
3906200467,0.014793623238801956,0.11294430494308472,0,0
3901981054,0.08462535589933395,0.04238445311784744,0,0
3902750991,0.15390630066394806,0.33287885785102844,0,0
3905299407,0.022883523255586624,0.020223861560225487,0,0
3900945316,0.17098172008991241,0.18186786770820618,0,0
3898177736,0.027610186487436295,0.41592153906822205,0,0
3905832732,0.06763298809528351,0.017033521085977554,0,0
3884429672,0.05894939601421356,0.10870995372533798,0,0
3901934861,0.00046741345431655645,0.004263652488589287,0,0
3894284013,0.028670454397797585,0.030801650136709213,0,0
3884435283,0.03407537564635277,0.00029260216979309916,0,0
3895205776,0.16277553141117096,0.041945718228816986,0,0
3905301571,0.4824486970901489,0.0074326531030237675,0,0
3905298421,0.01989796943962574,0.051351722329854965,0,0
3904718114,0.06286140531301498,0.06929384171962738,0,0
3905854526,0.04347238689661026,0.08838094770908356,0,0
3903469659,0.05855210870504379,0.11153407394886017,0,0
3904718113,0.013916662894189358,0.09761234372854233,0,0
3904580438,0.1200566440820694,0.027913473546504974,0,0
3906230156,0.17535889148712158,0.04201424494385719,0,0
3891083171,0.04375271126627922,0.0007109169382601976,0,0
3901988957,0.05443065986037254,0.021585099399089813,0,0
3903462777,0.0811520516872406,0.06766021251678467,0,0
3905829697,0.04301534593105316,0.005808326881378889,0,0
3888012305,0.06149706989526749,0.0075288983061909676,0,0
3905254737,0.9964467287063599,0.03849953040480614,1,0
3901911413,0.4506748616695404,0.04276635870337486,0,0
3905300338,0.01170352566987276,0.07804396003484726,0,0
ab92f987996d,0.09790845960378647,0.09859825670719147,0,0
31c0d21d2e90,0.029640521854162216,0.0015693845925852656,0,0
4e8253859ccd,0.3601618707180023,0.3017860949039459,0,0
ce19099c4e81,0.0354374498128891,0.03503020480275154,0,0
8493cc3cea00,0.12260293960571289,0.0044324928894639015,0,0
9bcc3e556200,0.05595510080456734,0.005333032459020615,0,0
8af56e0e8b7e,0.09459108114242554,0.025448348373174667,0,0
a2c4f3c301de,0.6492297053337097,0.04703385755419731,1,0
67b453eb1b40,0.09369715303182602,0.041472140699625015,0,0
11ede416bb02,0.006460578180849552,0.011706140823662281,0,0
46218ab6dc5e,0.3484312891960144,0.06052412465214729,0,0
e7cf978608ec,0.06917591392993927,0.007916721515357494,0,0
a19d521d9511,0.16189809143543243,0.004768130835145712,0,0
52e744599e5e,0.21161867678165436,0.0017250131350010633,0,0
c2c571b501a9,0.046303100883960724,0.00026176607934758067,0,0
1ec77e68bf78,0.07337302714586258,0.01199702825397253,0,0
d2ec7cb3d3c5,0.022550076246261597,0.006719131022691727,0,0
69e559bba6cd,0.5513280034065247,0.021634632721543312,1,0
91cc23a1311b,0.06513406336307526,0.002517334884032607,0,0
23c2c552e5f4,0.9904370903968811,0.1555582880973816,1,0
e6f32ba9af7a,0.10470185428857803,0.01821756549179554,0,0
3f60e52414a0,0.29761385917663574,0.12044238299131393,0,0
33873e58c6f6,0.01581520028412342,0.00036937027471140027,0,0
a5fcd044493b,0.895655632019043,0.3272697329521179,1,0
d2682c91fe4a,0.9151005148887634,0.037323057651519775,1,0
0881b01f0458,0.049790315330028534,0.022723974660038948,0,0
48d8fcffdca0,0.9978204369544983,0.02292877808213234,1,0
85654d24f801,0.04243024066090584,0.019309991970658302,0,0
c0f3d4a297d2,0.30151617527008057,0.004434624686837196,0,0
32f53aca7471,0.2013860046863556,0.006152295041829348,0,0
616d69962a09,0.1396264135837555,0.10633799433708191,0,0
e7fb65deb5ed,0.04908432811498642,0.001287439139559865,0,0
3c666847c079,0.1250021904706955,0.05605262145400047,0,0
2b4e83f48958,0.02549341693520546,0.002493629464879632,0,0
6d32c5987aaa,0.1688568890094757,0.022945165634155273,0,0
98005c20d1ae,0.024941865354776382,0.00037003474426455796,0,0
4188b402a1d6,0.008717070333659649,0.0004071443108841777,0,0
bd9c001c53f3,0.05587002635002136,0.0011156996479257941,0,0
e7b62c34f596,0.20333032310009003,0.09141512960195541,0,0
cc8ff59eb467,0.009180409833788872,0.0021134743001312017,0,0
41f4ced3b34e,0.09483212232589722,0.04174070432782173,0,0
d902d421dc63,0.2624417543411255,0.006869339384138584,0,0
2800d85f5c60,0.17881518602371216,0.07211510837078094,0,0
f0f121b31533,0.37372997403144836,0.11800426244735718,0,0
bb40c2aeb0e5,0.6143688559532166,0.2277413159608841,1,0
be53afe0eec0,0.022157231345772743,0.007373190950602293,0,0
ed983168d458,0.30509400367736816,0.1430843472480774,0,0
49bad308813a,0.5201542973518372,0.24401964247226715,1,0
9d54d8995917,0.10752838850021362,0.013064118102192879,0,0
21c180bfe9ba,0.012253360822796822,0.0025407241191715,0,0
76e559dc5d1b,0.05302399769425392,0.0006358276586979628,0,0
d14603261d77,0.04738020524382591,0.028088686987757683,0,0
3f659a47eac3,0.005933105945587158,0.20242056250572205,0,0
0af2f21ada0d,0.206637442111969,0.1014162227511406,0,0
c4eac614cbe9,0.08594534546136856,0.05202016606926918,0,0
6bbdda085c2a,0.15269307792186737,0.008022972382605076,0,0
abad43fbdb56,0.014756498858332634,0.0016359776491299272,0,0
8572dcba75e7,0.05780630186200142,0.1300174593925476,0,0
9ca9f5e9bc3f,0.1481717973947525,0.018853191286325455,0,0
579a65eb6d57,0.06738616526126862,0.0840969905257225,0,0
9c1f821035b0,0.021476736292243004,0.0004526879929471761,0,0
fcbaba714adf,0.3052214980125427,0.08269152045249939,0,0
4a6776e2fb82,0.12395130097866058,0.021351777017116547,0,0
97684e82c907,0.036474958062171936,0.0022032021079212427,0,0
8da3ad7cf619,0.047643713653087616,0.4581180810928345,0,0
662d9450ac34,0.38259097933769226,0.13608236610889435,0,0
dfc07b22ba85,0.08972185850143433,0.043265584856271744,0,0
e5c90c15bd0a,0.04076891019940376,0.015263127163052559,0,0
d45ef02f0737,0.049809835851192474,0.0023815191816538572,0,0
55a43c053878,0.558698832988739,0.21881194412708282,1,0
a4c832eb7e21,0.16668912768363953,0.40756741166114807,0,0
feeab4cd58d6,0.11880914866924286,0.15319417417049408,0,0
88bfe94e987f,0.08349207788705826,0.09415489435195923,0,0
90a4553c75e4,0.11196473240852356,0.07665465027093887,0,0
2e12a379b283,0.2746110260486603,0.04393383488059044,0,0
34c05cba3245,0.2872629761695862,0.12938107550144196,0,0
6e352d6ae08f,0.10024884343147278,0.0028233914636075497,0,0
18963f037cfc,0.12427330762147903,0.06893490254878998,0,0
050311e8c137,0.2296312004327774,0.031034978106617928,0,0
0704e29a9a64,0.24372181296348572,0.08624228090047836,0,0
143f3cfe2731,0.2630283236503601,0.07020193338394165,0,0
30b19af87bd5,0.2777028977870941,0.7489535212516785,0,1
e0f606d1a2f9,0.0679362416267395,0.281441330909729,0,0
1a9e8194be05,0.08993205428123474,0.0025451206602156162,0,0
fcc826cd4903,0.10411258041858673,0.009700093418359756,0,0
90cef94a1ca7,0.041417285799980164,0.8702338337898254,0,1
a010e50483b1,0.74223393201828,0.08041662722826004,1,0
17bfc1db9417,0.17229712009429932,0.0021730726584792137,0,0
7adcbcad9474,0.03470402583479881,0.0359451062977314,0,0
04b7019738ed,0.029795801267027855,0.0005623671459034085,0,0
314dbf5c23cb,0.19312380254268646,0.01472010463476181,0,0
c829513525ea,0.06588538736104965,0.20336347818374634,0,0
ff5a2a83adcc,0.1255258172750473,0.01012264285236597,0,0
f4c1b4269bec,0.06675425916910172,0.026857126504182816,0,0
2cd587b01b0a,0.24510608613491058,0.697562038898468,0,1
efcf204ad3c2,0.3375955820083618,0.3674543797969818,0,0
e74f89fd4494,0.11923833936452866,0.0002882119733840227,0,0
0760cce5739d,0.05157798156142235,0.0003569979453459382,0,0
56982ba30bfd,0.03835729509592056,0.023867813870310783,0,0
5e669743ead9,0.06394443660974503,0.0071073309518396854,0,0
aafa556d6d0b,0.08635198324918747,0.017855973914265633,0,0
d9099f71cf65,0.0388205423951149,0.020526820793747902,0,0
09f2219010fc,0.3959968388080597,0.08990822732448578,0,0
0ac4c4a5a466,0.9798147678375244,0.3127099275588989,1,0
52c1133f1273,0.14608244597911835,0.01194972638040781,0,0
9e618c40e213,0.089113749563694,0.023794615641236305,0,0
e145ccb67416,0.11823250353336334,0.0035954101476818323,0,0
b0aa93e5b241,0.08108937740325928,0.019498679786920547,0,0
0ea224006a18,0.0030786858405917883,0.0006075034034438431,0,0
35f68c43ae7d,0.16982613503932953,0.0986102893948555,0,0
cb061cc0adbc,0.3512756824493408,0.00879217591136694,0,0
a718d370e2ae,0.010710533708333969,0.0007722520385868847,0,0
ce1ffe23ee48,0.049046337604522705,0.0673656240105629,0,0
119eaa084550,0.04433367773890495,0.13252265751361847,0,0
a3b06a395ae6,0.02435302548110485,0.036454927176237106,0,0
51601403ea6c,0.04716841131448746,0.0007530980510637164,0,0
c02404ba0450,0.9548290967941284,0.13355672359466553,1,0
6016e8b5910c,0.10576514154672623,0.27368614077568054,0,0
ffd43e87b1f3,0.050172511488199234,0.07760120928287506,0,0
b7f7896bb2cd,0.12118705362081528,0.004173372406512499,0,0
6b299da26629,0.2737734913825989,0.14896513521671295,0,0
5cd3ab0c3a55,0.12706442177295685,0.2450377643108368,0,0
f43b35fdbb7b,0.13721174001693726,0.010530629195272923,0,0
162095b7d139,0.15362824499607086,0.011317480355501175,0,0
f328836af9f0,0.05712573230266571,0.01197639387100935,0,0
26404e97c5d2,0.9384926557540894,0.1567026972770691,1,0
5ca0dfa0050e,0.10488755255937576,0.04908321797847748,0,0
0ab8ded6f626,0.06569330394268036,0.00017488312732893974,0,0
